county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee,provisional
Jefferson,N134,U.S. House,3,Republican,Daniel COBBLE,1,0,1,0,,0
Jefferson,N134,U.S. House,3,Republican,Donald PAY,6,1,5,0,,0
Jefferson,N134,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,N134,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,,0
Jefferson,N134,U.S. Senate,,Democratic,Amy McGRATH,53,14,38,1,,0
Jefferson,N134,U.S. Senate,,Democratic,Pamela STEVENSON,15,5,10,0,,0
Jefferson,N134,U.S. Senate,,Democratic,Logan FORSYTHE,5,1,2,2,,0
Jefferson,N134,U.S. Senate,,Democratic,Charles BOOKER,164,30,131,3,,0
Jefferson,N134,U.S. Senate,,Democratic,Dale Lewis ROMANS,11,2,9,0,,0
Jefferson,N134,State Representative,43,Democratic,Joi McATEE,140,35,104,1,,0
Jefferson,N134,State Representative,43,Democratic,Robert LeVertis BELL,98,15,78,5,,0
Jefferson,N134,County Attorney,,Democratic,Sarah MARTIN,177,39,134,4,,0
Jefferson,N134,County Attorney,,Democratic,Karl PRICE,56,10,45,1,,0
Jefferson,N134,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",75,11,64,0,,0
Jefferson,N134,County Clerk,,Democratic,David YATES,163,39,119,5,,0
Jefferson,N134,Sheriff,,Democratic,Richard BREEN,36,6,28,2,,0
Jefferson,N134,Sheriff,,Democratic,Steve HEALEY,91,18,73,0,,0
Jefferson,N134,Sheriff,,Democratic,Stephen YANCEY,95,24,71,0,,0
Jefferson,N134,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,N134,Louisville Mayor,,,Douglas LATTIMORE,2,0,2,0,,0
Jefferson,N134,Louisville Mayor,,,Craig GREENBERG,167,46,117,4,,0
Jefferson,N134,Louisville Mayor,,,Tina BURNELL,5,1,4,0,,0
Jefferson,N134,Louisville Mayor,,,Bob DeVORE,3,0,3,0,,0
Jefferson,N134,Louisville Mayor,,,Lisa M. Holliday HARRIS,2,0,2,0,,0
Jefferson,N134,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,N134,Louisville Mayor,,,"S. ""The D"" DATTILO",1,0,1,0,,0
Jefferson,N134,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,130,19,109,2,,0
Jefferson,N135,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,Daniel CAMERON,2,0,2,0,,0
Jefferson,N135,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,N135,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Republican,Andy BARR,0,0,0,0,,0
Jefferson,N135,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N135,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,3,0,3,0,,0
Jefferson,N135,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N135,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N135,State Senate,26,Republican,Everett C. CORLEY,0,0,0,0,,0
Jefferson,N135,State Senate,26,Republican,Sheeba JOLLY,3,0,3,0,,0
Jefferson,N135,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Democratic,Amy McGRATH,9,1,8,0,,0
Jefferson,N135,U.S. Senate,,Democratic,Pamela STEVENSON,4,3,1,0,,0
Jefferson,N135,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N135,U.S. Senate,,Democratic,Charles BOOKER,22,3,19,0,,0
Jefferson,N135,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,1,0,0,,0
Jefferson,N135,State Representative,43,Democratic,Joi McATEE,19,4,15,0,,0
Jefferson,N135,State Representative,43,Democratic,Robert LeVertis BELL,16,4,12,0,,0
Jefferson,N135,County Attorney,,Democratic,Sarah MARTIN,26,6,20,0,,0
Jefferson,N135,County Attorney,,Democratic,Karl PRICE,10,2,8,0,,0
Jefferson,N135,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",16,3,13,0,,0
Jefferson,N135,County Clerk,,Democratic,David YATES,20,5,15,0,,0
Jefferson,N135,Sheriff,,Democratic,Richard BREEN,6,0,6,0,,0
Jefferson,N135,Sheriff,,Democratic,Steve HEALEY,9,3,6,0,,0
Jefferson,N135,Sheriff,,Democratic,Stephen YANCEY,17,5,12,0,,0
Jefferson,N135,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,N135,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N135,Louisville Mayor,,,Craig GREENBERG,22,4,18,0,,0
Jefferson,N135,Louisville Mayor,,,Tina BURNELL,2,0,2,0,,0
Jefferson,N135,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N135,Louisville Mayor,,,Lisa M. Holliday HARRIS,2,0,2,0,,0
Jefferson,N135,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N135,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N135,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,15,4,11,0,,0
Jefferson,N136,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,Daniel CAMERON,2,0,2,0,,0
Jefferson,N136,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Republican,Andy BARR,1,0,1,0,,0
Jefferson,N136,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N136,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,3,0,3,0,,0
Jefferson,N136,U.S. House,3,Republican,Daniel COBBLE,1,0,1,0,,0
Jefferson,N136,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,N136,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Democratic,Amy McGRATH,4,0,4,0,,0
Jefferson,N136,U.S. Senate,,Democratic,Pamela STEVENSON,3,1,2,0,,0
Jefferson,N136,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N136,U.S. Senate,,Democratic,Charles BOOKER,17,5,12,0,,0
Jefferson,N136,U.S. Senate,,Democratic,Dale Lewis ROMANS,2,0,2,0,,0
Jefferson,N136,State Representative,43,Democratic,Joi McATEE,14,3,11,0,,0
Jefferson,N136,State Representative,43,Democratic,Robert LeVertis BELL,12,3,9,0,,0
Jefferson,N136,County Attorney,,Democratic,Sarah MARTIN,10,3,7,0,,0
Jefferson,N136,County Attorney,,Democratic,Karl PRICE,16,3,13,0,,0
Jefferson,N136,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",6,1,5,0,,0
Jefferson,N136,County Clerk,,Democratic,David YATES,20,5,15,0,,0
Jefferson,N136,Sheriff,,Democratic,Richard BREEN,2,0,2,0,,0
Jefferson,N136,Sheriff,,Democratic,Steve HEALEY,15,5,10,0,,0
Jefferson,N136,Sheriff,,Democratic,Stephen YANCEY,10,1,9,0,,0
Jefferson,N136,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,N136,Louisville Mayor,,,Douglas LATTIMORE,1,0,1,0,,0
Jefferson,N136,Louisville Mayor,,,Craig GREENBERG,18,4,14,0,,0
Jefferson,N136,Louisville Mayor,,,Tina BURNELL,1,0,1,0,,0
Jefferson,N136,Louisville Mayor,,,Bob DeVORE,1,0,1,0,,0
Jefferson,N136,Louisville Mayor,,,Lisa M. Holliday HARRIS,1,0,1,0,,0
Jefferson,N136,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N136,Louisville Mayor,,,"S. ""The D"" DATTILO",1,0,1,0,,0
Jefferson,N136,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,11,3,8,0,,0
Jefferson,N145,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,1,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,,0
Jefferson,N145,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Republican,Andy BARR,1,0,1,0,,0
Jefferson,N145,U.S. House,3,Republican,David Joseph NICHTER,2,1,1,0,,0
Jefferson,N145,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,1,0,1,0,,0
Jefferson,N145,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N145,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N145,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,N145,U.S. Senate,,Democratic,Amy McGRATH,17,9,8,0,,0
Jefferson,N145,U.S. Senate,,Democratic,Pamela STEVENSON,19,10,9,0,,0
Jefferson,N145,U.S. Senate,,Democratic,Logan FORSYTHE,3,0,3,0,,0
Jefferson,N145,U.S. Senate,,Democratic,Charles BOOKER,57,12,44,1,,0
Jefferson,N145,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N145,State Representative,43,Democratic,Joi McATEE,50,13,37,0,,0
Jefferson,N145,State Representative,43,Democratic,Robert LeVertis BELL,41,14,26,1,,0
Jefferson,N145,County Attorney,,Democratic,Sarah MARTIN,45,15,30,0,,0
Jefferson,N145,County Attorney,,Democratic,Karl PRICE,47,13,33,1,,0
Jefferson,N145,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",32,8,23,1,,0
Jefferson,N145,County Clerk,,Democratic,David YATES,62,21,41,0,,0
Jefferson,N145,Sheriff,,Democratic,Richard BREEN,12,4,8,0,,0
Jefferson,N145,Sheriff,,Democratic,Steve HEALEY,39,12,27,0,,0
Jefferson,N145,Sheriff,,Democratic,Stephen YANCEY,41,13,27,1,,0
Jefferson,N145,Louisville Mayor,,,Jody HURT,3,2,1,0,,0
Jefferson,N145,Louisville Mayor,,,Douglas LATTIMORE,2,0,2,0,,0
Jefferson,N145,Louisville Mayor,,,Craig GREENBERG,55,20,34,1,,0
Jefferson,N145,Louisville Mayor,,,Tina BURNELL,1,0,1,0,,0
Jefferson,N145,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N145,Louisville Mayor,,,Lisa M. Holliday HARRIS,3,0,3,0,,0
Jefferson,N145,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N145,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N145,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,40,12,28,0,,0
Jefferson,N147,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,Daniel CAMERON,1,0,1,0,,0
Jefferson,N147,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Republican,Andy BARR,3,2,1,0,,0
Jefferson,N147,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N147,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,2,0,2,0,,0
Jefferson,N147,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N147,U.S. House,3,Republican,Donald PAY,3,2,0,1,,0
Jefferson,N147,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,N147,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Democratic,Amy McGRATH,1,0,1,0,,0
Jefferson,N147,U.S. Senate,,Democratic,Pamela STEVENSON,3,0,3,0,,0
Jefferson,N147,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N147,U.S. Senate,,Democratic,Charles BOOKER,17,2,15,0,,0
Jefferson,N147,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N147,State Representative,43,Democratic,Joi McATEE,11,1,10,0,,0
Jefferson,N147,State Representative,43,Democratic,Robert LeVertis BELL,10,1,9,0,,0
Jefferson,N147,County Attorney,,Democratic,Sarah MARTIN,10,1,9,0,,0
Jefferson,N147,County Attorney,,Democratic,Karl PRICE,12,1,11,0,,0
Jefferson,N147,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",6,2,4,0,,0
Jefferson,N147,County Clerk,,Democratic,David YATES,16,0,16,0,,0
Jefferson,N147,Sheriff,,Democratic,Richard BREEN,3,0,3,0,,0
Jefferson,N147,Sheriff,,Democratic,Steve HEALEY,4,0,4,0,,0
Jefferson,N147,Sheriff,,Democratic,Stephen YANCEY,15,1,14,0,,0
Jefferson,N147,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,N147,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N147,Louisville Mayor,,,Craig GREENBERG,15,0,14,1,,0
Jefferson,N147,Louisville Mayor,,,Tina BURNELL,2,1,0,1,,0
Jefferson,N147,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N147,Louisville Mayor,,,Lisa M. Holliday HARRIS,4,0,4,0,,0
Jefferson,N147,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N147,Louisville Mayor,,,"S. ""The D"" DATTILO",1,1,0,0,,0
Jefferson,N147,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,6,2,4,0,,0
Jefferson,N147,Louisville Metro Council District 5,5,,Betty BAILEY,2,1,1,0,,0
Jefferson,N147,Louisville Metro Council District 5,5,,Dave DUNCAN,1,0,1,0,,0
Jefferson,N147,Louisville Metro Council District 5,5,,Wallace GARNER III.,1,0,1,0,,0
Jefferson,N147,Louisville Metro Council District 5,5,,"Ray ""Sir Friendly"" BARKER",9,0,8,1,,0
Jefferson,N147,Louisville Metro Council District 5,5,,Aprile HEARN,5,1,4,0,,0
Jefferson,N147,Louisville Metro Council District 5,5,,Donna Lyvette PURVIS,10,2,7,1,,0
Jefferson,N148,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Republican,Andy BARR,1,0,1,0,,0
Jefferson,N148,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N148,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,1,0,1,0,,0
Jefferson,N148,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N148,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N148,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,1,1,,0
Jefferson,N148,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,N148,U.S. Senate,,Democratic,Amy McGRATH,10,2,7,1,,0
Jefferson,N148,U.S. Senate,,Democratic,Pamela STEVENSON,12,3,9,0,,0
Jefferson,N148,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,,0
Jefferson,N148,U.S. Senate,,Democratic,Charles BOOKER,68,13,54,1,,0
Jefferson,N148,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N148,State Representative,43,Democratic,Joi McATEE,46,5,40,1,,0
Jefferson,N148,State Representative,43,Democratic,Robert LeVertis BELL,45,12,31,2,,0
Jefferson,N148,County Attorney,,Democratic,Sarah MARTIN,34,5,28,1,,0
Jefferson,N148,County Attorney,,Democratic,Karl PRICE,54,11,41,2,,0
Jefferson,N148,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",49,12,37,0,,0
Jefferson,N148,County Clerk,,Democratic,David YATES,45,6,36,3,,0
Jefferson,N148,Sheriff,,Democratic,Richard BREEN,11,2,7,2,,0
Jefferson,N148,Sheriff,,Democratic,Steve HEALEY,41,11,29,1,,0
Jefferson,N148,Sheriff,,Democratic,Stephen YANCEY,42,5,37,0,,0
Jefferson,N148,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,N148,Louisville Mayor,,,Douglas LATTIMORE,3,0,3,0,,0
Jefferson,N148,Louisville Mayor,,,Craig GREENBERG,54,11,40,3,,0
Jefferson,N148,Louisville Mayor,,,Tina BURNELL,4,0,4,0,,0
Jefferson,N148,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N148,Louisville Mayor,,,Lisa M. Holliday HARRIS,3,0,3,0,,0
Jefferson,N148,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N148,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N148,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,31,6,25,0,,0
Jefferson,N151,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Republican,Andy BARR,0,0,0,0,,0
Jefferson,N151,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N151,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,0,0,0,0,,0
Jefferson,N151,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N151,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Democratic,Amy McGRATH,1,0,1,0,,0
Jefferson,N151,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N151,U.S. Senate,,Democratic,Charles BOOKER,5,1,4,0,,0
Jefferson,N151,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N151,State Representative,43,Democratic,Joi McATEE,1,0,1,0,,0
Jefferson,N151,State Representative,43,Democratic,Robert LeVertis BELL,5,1,4,0,,0
Jefferson,N151,County Attorney,,Democratic,Sarah MARTIN,5,1,4,0,,0
Jefferson,N151,County Attorney,,Democratic,Karl PRICE,1,0,1,0,,0
Jefferson,N151,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",1,0,1,0,,0
Jefferson,N151,County Clerk,,Democratic,David YATES,5,1,4,0,,0
Jefferson,N151,Sheriff,,Democratic,Richard BREEN,1,0,1,0,,0
Jefferson,N151,Sheriff,,Democratic,Steve HEALEY,2,0,2,0,,0
Jefferson,N151,Sheriff,,Democratic,Stephen YANCEY,3,1,2,0,,0
Jefferson,N151,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,N151,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N151,Louisville Mayor,,,Craig GREENBERG,1,0,1,0,,0
Jefferson,N151,Louisville Mayor,,,Tina BURNELL,0,0,0,0,,0
Jefferson,N151,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N151,Louisville Mayor,,,Lisa M. Holliday HARRIS,0,0,0,0,,0
Jefferson,N151,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N151,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N151,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,5,1,4,0,,0
Jefferson,N152,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,N152,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,Daniel CAMERON,7,0,7,0,,0
Jefferson,N152,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Republican,Andy BARR,5,0,5,0,,0
Jefferson,N152,U.S. House,3,Republican,David Joseph NICHTER,4,0,4,0,,0
Jefferson,N152,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,4,0,4,0,,0
Jefferson,N152,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N152,U.S. House,3,Republican,Donald PAY,3,0,3,0,,0
Jefferson,N152,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N152,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,1,0,0,,0
Jefferson,N152,U.S. Senate,,Democratic,Amy McGRATH,9,2,7,0,,0
Jefferson,N152,U.S. Senate,,Democratic,Pamela STEVENSON,5,0,5,0,,0
Jefferson,N152,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,N152,U.S. Senate,,Democratic,Charles BOOKER,79,17,60,2,,0
Jefferson,N152,U.S. Senate,,Democratic,Dale Lewis ROMANS,4,0,4,0,,0
Jefferson,N152,State Representative,43,Democratic,Joi McATEE,38,5,31,2,,0
Jefferson,N152,State Representative,43,Democratic,Robert LeVertis BELL,60,15,45,0,,0
Jefferson,N152,County Attorney,,Democratic,Sarah MARTIN,86,17,67,2,,0
Jefferson,N152,County Attorney,,Democratic,Karl PRICE,11,3,8,0,,0
Jefferson,N152,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",29,5,24,0,,0
Jefferson,N152,County Clerk,,Democratic,David YATES,69,15,52,2,,0
Jefferson,N152,Sheriff,,Democratic,Richard BREEN,15,6,9,0,,0
Jefferson,N152,Sheriff,,Democratic,Steve HEALEY,29,3,24,2,,0
Jefferson,N152,Sheriff,,Democratic,Stephen YANCEY,48,11,37,0,,0
Jefferson,N152,Louisville Mayor,,,Jody HURT,3,2,1,0,,0
Jefferson,N152,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N152,Louisville Mayor,,,Craig GREENBERG,35,7,28,0,,0
Jefferson,N152,Louisville Mayor,,,Tina BURNELL,4,0,4,0,,0
Jefferson,N152,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N152,Louisville Mayor,,,Lisa M. Holliday HARRIS,0,0,0,0,,0
Jefferson,N152,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N152,Louisville Mayor,,,"S. ""The D"" DATTILO",3,0,3,0,,0
Jefferson,N152,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,67,11,54,2,,0
Jefferson,N153,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,Daniel CAMERON,2,1,1,0,,0
Jefferson,N153,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
