precinct,candidate,votes,county,office,district,party
A123,Perry Clark,601,Jefferson,State Senate,37,DEM
A124,Perry Clark,428,Jefferson,State Senate,37,DEM
A125,Perry Clark,438,Jefferson,State Senate,37,DEM
A126,Perry Clark,458,Jefferson,State Senate,37,DEM
A127,Perry Clark,352,Jefferson,State Senate,37,DEM
A128,Perry Clark,372,Jefferson,State Senate,37,DEM
A131,Perry Clark,455,Jefferson,State Senate,37,DEM
A135,Perry Clark,393,Jefferson,State Senate,37,DEM
A136,Perry Clark,284,Jefferson,State Senate,37,DEM
A140,Perry Clark,639,Jefferson,State Senate,37,DEM
A141,Perry Clark,7,Jefferson,State Senate,37,DEM
A143,Perry Clark,3,Jefferson,State Senate,37,DEM
H124,Perry Clark,133,Jefferson,State Senate,37,DEM
H125,Perry Clark,247,Jefferson,State Senate,37,DEM
H146,Perry Clark,454,Jefferson,State Senate,37,DEM
H147,Perry Clark,353,Jefferson,State Senate,37,DEM
H155,Perry Clark,135,Jefferson,State Senate,37,DEM
I107,Perry Clark,501,Jefferson,State Senate,37,DEM
I109,Perry Clark,293,Jefferson,State Senate,37,DEM
I110,Perry Clark,130,Jefferson,State Senate,37,DEM
I111,Perry Clark,629,Jefferson,State Senate,37,DEM
I112,Perry Clark,508,Jefferson,State Senate,37,DEM
I115,Perry Clark,340,Jefferson,State Senate,37,DEM
I120,Perry Clark,256,Jefferson,State Senate,37,DEM
I122,Perry Clark,226,Jefferson,State Senate,37,DEM
I123,Perry Clark,710,Jefferson,State Senate,37,DEM
I124,Perry Clark,259,Jefferson,State Senate,37,DEM
I130,Perry Clark,220,Jefferson,State Senate,37,DEM
I138,Perry Clark,0,Jefferson,State Senate,37,DEM
I140,Perry Clark,53,Jefferson,State Senate,37,DEM
I142,Perry Clark,1,Jefferson,State Senate,37,DEM
I149,Perry Clark,0,Jefferson,State Senate,37,DEM
J108,Perry Clark,581,Jefferson,State Senate,37,DEM
J113,Perry Clark,546,Jefferson,State Senate,37,DEM
J114,Perry Clark,564,Jefferson,State Senate,37,DEM
J117,Perry Clark,298,Jefferson,State Senate,37,DEM
J119,Perry Clark,352,Jefferson,State Senate,37,DEM
J120,Perry Clark,467,Jefferson,State Senate,37,DEM
J122,Perry Clark,446,Jefferson,State Senate,37,DEM
J135,Perry Clark,419,Jefferson,State Senate,37,DEM
J137,Perry Clark,350,Jefferson,State Senate,37,DEM
J138,Perry Clark,116,Jefferson,State Senate,37,DEM
J140,Perry Clark,156,Jefferson,State Senate,37,DEM
J142,Perry Clark,2,Jefferson,State Senate,37,DEM
J143,Perry Clark,44,Jefferson,State Senate,37,DEM
J144,Perry Clark,323,Jefferson,State Senate,37,DEM
J145,Perry Clark,385,Jefferson,State Senate,37,DEM
J147,Perry Clark,452,Jefferson,State Senate,37,DEM
J148,Perry Clark,468,Jefferson,State Senate,37,DEM
J149,Perry Clark,434,Jefferson,State Senate,37,DEM
J150,Perry Clark,283,Jefferson,State Senate,37,DEM
J151,Perry Clark,11,Jefferson,State Senate,37,DEM
J153,Perry Clark,162,Jefferson,State Senate,37,DEM
K117,Perry Clark,410,Jefferson,State Senate,37,DEM
K127,Perry Clark,535,Jefferson,State Senate,37,DEM
K128,Perry Clark,371,Jefferson,State Senate,37,DEM
K132,Perry Clark,173,Jefferson,State Senate,37,DEM
K139,Perry Clark,0,Jefferson,State Senate,37,DEM
K146,Perry Clark,531,Jefferson,State Senate,37,DEM
K147,Perry Clark,669,Jefferson,State Senate,37,DEM
M167,Perry Clark,0,Jefferson,State Senate,37,DEM
O112,Perry Clark,361,Jefferson,State Senate,37,DEM
O114,Perry Clark,472,Jefferson,State Senate,37,DEM
O115,Perry Clark,595,Jefferson,State Senate,37,DEM
O127,Perry Clark,442,Jefferson,State Senate,37,DEM
O128,Perry Clark,520,Jefferson,State Senate,37,DEM
O129,Perry Clark,695,Jefferson,State Senate,37,DEM
O130,Perry Clark,423,Jefferson,State Senate,37,DEM
O131,Perry Clark,397,Jefferson,State Senate,37,DEM
O133,Perry Clark,528,Jefferson,State Senate,37,DEM
O135,Perry Clark,441,Jefferson,State Senate,37,DEM
O136,Perry Clark,457,Jefferson,State Senate,37,DEM
O137,Perry Clark,645,Jefferson,State Senate,37,DEM
O138,Perry Clark,202,Jefferson,State Senate,37,DEM
O139,Perry Clark,30,Jefferson,State Senate,37,DEM
O141,Perry Clark,0,Jefferson,State Senate,37,DEM
O143,Perry Clark,15,Jefferson,State Senate,37,DEM
Q104,Perry Clark,201,Jefferson,State Senate,37,DEM
Q112,Perry Clark,494,Jefferson,State Senate,37,DEM
WALK-IN 3RD A-D,Perry Clark,171,Jefferson,State Senate,37,DEM
WALK-IN 3RD H-J,Perry Clark,286,Jefferson,State Senate,37,DEM
WALK-IN 3RD K-M,Perry Clark,54,Jefferson,State Senate,37,DEM
WALK-IN 3RD NOQV,Perry Clark,125,Jefferson,State Senate,37,DEM
MAIL-IN 3RD A-D,Perry Clark,69,Jefferson,State Senate,37,DEM
MAIL-IN 3RD H-J,Perry Clark,141,Jefferson,State Senate,37,DEM
MAIL-IN 3RD K-M,Perry Clark,15,Jefferson,State Senate,37,DEM
MAIL-IN 3RD NOQV,Perry Clark,55,Jefferson,State Senate,37,DEM
A105,Write-In,17,Jefferson,State Senate,37,NA
A107,Write-In,7,Jefferson,State Senate,37,NA
A108,Write-In,20,Jefferson,State Senate,37,NA
A111,Write-In,16,Jefferson,State Senate,37,NA
A113,Write-In,22,Jefferson,State Senate,37,NA
A114,Write-In,17,Jefferson,State Senate,37,NA
A115,Write-In,20,Jefferson,State Senate,37,NA
A118,Write-In,9,Jefferson,State Senate,37,NA
A119,Write-In,17,Jefferson,State Senate,37,NA
A123,Write-In,17,Jefferson,State Senate,37,NA
A124,Write-In,14,Jefferson,State Senate,37,NA
A125,Write-In,25,Jefferson,State Senate,37,NA
A126,Write-In,11,Jefferson,State Senate,37,NA
A127,Write-In,13,Jefferson,State Senate,37,NA
A128,Write-In,11,Jefferson,State Senate,37,NA
A131,Write-In,15,Jefferson,State Senate,37,NA
A135,Write-In,19,Jefferson,State Senate,37,NA
A136,Write-In,7,Jefferson,State Senate,37,NA
A140,Write-In,26,Jefferson,State Senate,37,NA
A141,Write-In,0,Jefferson,State Senate,37,NA
A143,Write-In,0,Jefferson,State Senate,37,NA
H124,Write-In,3,Jefferson,State Senate,37,NA
H125,Write-In,6,Jefferson,State Senate,37,NA
H146,Write-In,19,Jefferson,State Senate,37,NA
H147,Write-In,14,Jefferson,State Senate,37,NA
H155,Write-In,0,Jefferson,State Senate,37,NA
I107,Write-In,18,Jefferson,State Senate,37,NA
I109,Write-In,11,Jefferson,State Senate,37,NA
I110,Write-In,4,Jefferson,State Senate,37,NA
I111,Write-In,16,Jefferson,State Senate,37,NA
I112,Write-In,12,Jefferson,State Senate,37,NA
I115,Write-In,7,Jefferson,State Senate,37,NA
I120,Write-In,6,Jefferson,State Senate,37,NA
I122,Write-In,8,Jefferson,State Senate,37,NA
I123,Write-In,19,Jefferson,State Senate,37,NA
I124,Write-In,14,Jefferson,State Senate,37,NA
I130,Write-In,6,Jefferson,State Senate,37,NA
I138,Write-In,0,Jefferson,State Senate,37,NA
I140,Write-In,4,Jefferson,State Senate,37,NA
I142,Write-In,0,Jefferson,State Senate,37,NA
I149,Write-In,0,Jefferson,State Senate,37,NA
J108,Write-In,15,Jefferson,State Senate,37,NA
J113,Write-In,21,Jefferson,State Senate,37,NA
J114,Write-In,25,Jefferson,State Senate,37,NA
J117,Write-In,15,Jefferson,State Senate,37,NA
J119,Write-In,7,Jefferson,State Senate,37,NA
J120,Write-In,14,Jefferson,State Senate,37,NA
J122,Write-In,10,Jefferson,State Senate,37,NA
J135,Write-In,23,Jefferson,State Senate,37,NA
J137,Write-In,16,Jefferson,State Senate,37,NA
J138,Write-In,9,Jefferson,State Senate,37,NA
J140,Write-In,8,Jefferson,State Senate,37,NA
J142,Write-In,1,Jefferson,State Senate,37,NA
J143,Write-In,6,Jefferson,State Senate,37,NA
J144,Write-In,26,Jefferson,State Senate,37,NA
J145,Write-In,17,Jefferson,State Senate,37,NA
J147,Write-In,9,Jefferson,State Senate,37,NA
J148,Write-In,12,Jefferson,State Senate,37,NA
J149,Write-In,7,Jefferson,State Senate,37,NA
J150,Write-In,4,Jefferson,State Senate,37,NA
J151,Write-In,0,Jefferson,State Senate,37,NA
J153,Write-In,6,Jefferson,State Senate,37,NA
K117,Write-In,11,Jefferson,State Senate,37,NA
K127,Write-In,9,Jefferson,State Senate,37,NA
K128,Write-In,15,Jefferson,State Senate,37,NA
K132,Write-In,8,Jefferson,State Senate,37,NA
K139,Write-In,0,Jefferson,State Senate,37,NA
K146,Write-In,22,Jefferson,State Senate,37,NA
K147,Write-In,17,Jefferson,State Senate,37,NA
M167,Write-In,0,Jefferson,State Senate,37,NA
O112,Write-In,13,Jefferson,State Senate,37,NA
O114,Write-In,8,Jefferson,State Senate,37,NA
O115,Write-In,19,Jefferson,State Senate,37,NA
O127,Write-In,13,Jefferson,State Senate,37,NA
O128,Write-In,5,Jefferson,State Senate,37,NA
O129,Write-In,23,Jefferson,State Senate,37,NA
O130,Write-In,4,Jefferson,State Senate,37,NA
O131,Write-In,11,Jefferson,State Senate,37,NA
O133,Write-In,24,Jefferson,State Senate,37,NA
O135,Write-In,15,Jefferson,State Senate,37,NA
O136,Write-In,9,Jefferson,State Senate,37,NA
O137,Write-In,11,Jefferson,State Senate,37,NA
O138,Write-In,9,Jefferson,State Senate,37,NA
O139,Write-In,0,Jefferson,State Senate,37,NA
O141,Write-In,0,Jefferson,State Senate,37,NA
O143,Write-In,1,Jefferson,State Senate,37,NA
Q104,Write-In,11,Jefferson,State Senate,37,NA
Q112,Write-In,37,Jefferson,State Senate,37,NA
WALK-IN 3RD A-D,Write-In,15,Jefferson,State Senate,37,NA
WALK-IN 3RD H-J,Write-In,15,Jefferson,State Senate,37,NA
WALK-IN 3RD K-M,Write-In,1,Jefferson,State Senate,37,NA
WALK-IN 3RD NOQV,Write-In,7,Jefferson,State Senate,37,NA
MAIL-IN 3RD A-D,Write-In,8,Jefferson,State Senate,37,NA
MAIL-IN 3RD H-J,Write-In,4,Jefferson,State Senate,37,NA
MAIL-IN 3RD K-M,Write-In,0,Jefferson,State Senate,37,NA
MAIL-IN 3RD NOQV,Write-In,2,Jefferson,State Senate,37,NA
A105,Harold Bratcher,435,Jefferson,U.S House,3,REP
A107,Harold Bratcher,211,Jefferson,U.S House,3,REP
A108,Harold Bratcher,382,Jefferson,U.S House,3,REP
A111,Harold Bratcher,327,Jefferson,U.S House,3,REP
A113,Harold Bratcher,362,Jefferson,U.S House,3,REP
A114,Harold Bratcher,302,Jefferson,U.S House,3,REP
A115,Harold Bratcher,334,Jefferson,U.S House,3,REP
A118,Harold Bratcher,173,Jefferson,U.S House,3,REP
A119,Harold Bratcher,290,Jefferson,U.S House,3,REP
A121,Harold Bratcher,335,Jefferson,U.S House,3,REP
A123,Harold Bratcher,316,Jefferson,U.S House,3,REP
A124,Harold Bratcher,397,Jefferson,U.S House,3,REP
A125,Harold Bratcher,425,Jefferson,U.S House,3,REP
A126,Harold Bratcher,380,Jefferson,U.S House,3,REP
A127,Harold Bratcher,247,Jefferson,U.S House,3,REP
A128,Harold Bratcher,281,Jefferson,U.S House,3,REP
A129,Harold Bratcher,484,Jefferson,U.S House,3,REP
A130,Harold Bratcher,256,Jefferson,U.S House,3,REP
A131,Harold Bratcher,323,Jefferson,U.S House,3,REP
A134,Harold Bratcher,265,Jefferson,U.S House,3,REP
A135,Harold Bratcher,272,Jefferson,U.S House,3,REP
A136,Harold Bratcher,149,Jefferson,U.S House,3,REP
A139,Harold Bratcher,207,Jefferson,U.S House,3,REP
A140,Harold Bratcher,413,Jefferson,U.S House,3,REP
A141,Harold Bratcher,6,Jefferson,U.S House,3,REP
A142,Harold Bratcher,100,Jefferson,U.S House,3,REP
A143,Harold Bratcher,10,Jefferson,U.S House,3,REP
B124,Harold Bratcher,359,Jefferson,U.S House,3,REP
B132,Harold Bratcher,461,Jefferson,U.S House,3,REP
B133,Harold Bratcher,483,Jefferson,U.S House,3,REP
B134,Harold Bratcher,668,Jefferson,U.S House,3,REP
B149,Harold Bratcher,296,Jefferson,U.S House,3,REP
B151,Harold Bratcher,521,Jefferson,U.S House,3,REP
B153,Harold Bratcher,33,Jefferson,U.S House,3,REP
B154,Harold Bratcher,319,Jefferson,U.S House,3,REP
B155,Harold Bratcher,231,Jefferson,U.S House,3,REP
B156,Harold Bratcher,466,Jefferson,U.S House,3,REP
B157,Harold Bratcher,619,Jefferson,U.S House,3,REP
B158,Harold Bratcher,558,Jefferson,U.S House,3,REP
B159,Harold Bratcher,746,Jefferson,U.S House,3,REP
B160,Harold Bratcher,269,Jefferson,U.S House,3,REP
B162,Harold Bratcher,584,Jefferson,U.S House,3,REP
B163,Harold Bratcher,401,Jefferson,U.S House,3,REP
B166,Harold Bratcher,267,Jefferson,U.S House,3,REP
B168,Harold Bratcher,456,Jefferson,U.S House,3,REP
B169,Harold Bratcher,334,Jefferson,U.S House,3,REP
B170,Harold Bratcher,287,Jefferson,U.S House,3,REP
B172,Harold Bratcher,672,Jefferson,U.S House,3,REP
B173,Harold Bratcher,470,Jefferson,U.S House,3,REP
B175,Harold Bratcher,445,Jefferson,U.S House,3,REP
B177,Harold Bratcher,533,Jefferson,U.S House,3,REP
B181 - JEF,Harold Bratcher,59,Jefferson,U.S House,3,REP
B182,Harold Bratcher,296,Jefferson,U.S House,3,REP
B183,Harold Bratcher,720,Jefferson,U.S House,3,REP
B184,Harold Bratcher,13,Jefferson,U.S House,3,REP
B185,Harold Bratcher,142,Jefferson,U.S House,3,REP
C101,Harold Bratcher,82,Jefferson,U.S House,3,REP
C102,Harold Bratcher,103,Jefferson,U.S House,3,REP
C103,Harold Bratcher,107,Jefferson,U.S House,3,REP
C104,Harold Bratcher,84,Jefferson,U.S House,3,REP
C105,Harold Bratcher,8,Jefferson,U.S House,3,REP
C106,Harold Bratcher,168,Jefferson,U.S House,3,REP
C108,Harold Bratcher,67,Jefferson,U.S House,3,REP
C109,Harold Bratcher,29,Jefferson,U.S House,3,REP
C110,Harold Bratcher,8,Jefferson,U.S House,3,REP
C111,Harold Bratcher,23,Jefferson,U.S House,3,REP
C113,Harold Bratcher,60,Jefferson,U.S House,3,REP
C115,Harold Bratcher,179,Jefferson,U.S House,3,REP
C122,Harold Bratcher,157,Jefferson,U.S House,3,REP
C123,Harold Bratcher,122,Jefferson,U.S House,3,REP
C124,Harold Bratcher,273,Jefferson,U.S House,3,REP
C125,Harold Bratcher,82,Jefferson,U.S House,3,REP
C126,Harold Bratcher,96,Jefferson,U.S House,3,REP
C128,Harold Bratcher,65,Jefferson,U.S House,3,REP
C129,Harold Bratcher,210,Jefferson,U.S House,3,REP
C130,Harold Bratcher,15,Jefferson,U.S House,3,REP
C131,Harold Bratcher,128,Jefferson,U.S House,3,REP
C133,Harold Bratcher,275,Jefferson,U.S House,3,REP
C134,Harold Bratcher,215,Jefferson,U.S House,3,REP
C135,Harold Bratcher,202,Jefferson,U.S House,3,REP
C136,Harold Bratcher,142,Jefferson,U.S House,3,REP
C137,Harold Bratcher,202,Jefferson,U.S House,3,REP
C138,Harold Bratcher,126,Jefferson,U.S House,3,REP
C139,Harold Bratcher,13,Jefferson,U.S House,3,REP
C141,Harold Bratcher,122,Jefferson,U.S House,3,REP
C142,Harold Bratcher,98,Jefferson,U.S House,3,REP
C143,Harold Bratcher,54,Jefferson,U.S House,3,REP
C144,Harold Bratcher,31,Jefferson,U.S House,3,REP
C145,Harold Bratcher,61,Jefferson,U.S House,3,REP
C146,Harold Bratcher,0,Jefferson,U.S House,3,REP
C147,Harold Bratcher,0,Jefferson,U.S House,3,REP
C148,Harold Bratcher,10,Jefferson,U.S House,3,REP
C149,Harold Bratcher,9,Jefferson,U.S House,3,REP
C150,Harold Bratcher,7,Jefferson,U.S House,3,REP
C151,Harold Bratcher,7,Jefferson,U.S House,3,REP
D101 - STM,Harold Bratcher,165,Jefferson,U.S House,3,REP
D104,Harold Bratcher,174,Jefferson,U.S House,3,REP
D106,Harold Bratcher,251,Jefferson,U.S House,3,REP
D108,Harold Bratcher,325,Jefferson,U.S House,3,REP
D109,Harold Bratcher,106,Jefferson,U.S House,3,REP
D110,Harold Bratcher,154,Jefferson,U.S House,3,REP
D113,Harold Bratcher,105,Jefferson,U.S House,3,REP
D114,Harold Bratcher,308,Jefferson,U.S House,3,REP
D115,Harold Bratcher,320,Jefferson,U.S House,3,REP
D116,Harold Bratcher,398,Jefferson,U.S House,3,REP
D117 - JEF,Harold Bratcher,293,Jefferson,U.S House,3,REP
D120 - JEF,Harold Bratcher,356,Jefferson,U.S House,3,REP
D121,Harold Bratcher,258,Jefferson,U.S House,3,REP
D122 - JEF,Harold Bratcher,325,Jefferson,U.S House,3,REP
D126,Harold Bratcher,422,Jefferson,U.S House,3,REP
D129,Harold Bratcher,140,Jefferson,U.S House,3,REP
D130,Harold Bratcher,247,Jefferson,U.S House,3,REP
D131,Harold Bratcher,149,Jefferson,U.S House,3,REP
D132,Harold Bratcher,418,Jefferson,U.S House,3,REP
D135,Harold Bratcher,189,Jefferson,U.S House,3,REP
D136,Harold Bratcher,381,Jefferson,U.S House,3,REP
D137 - JEF,Harold Bratcher,299,Jefferson,U.S House,3,REP
D138,Harold Bratcher,449,Jefferson,U.S House,3,REP
D139,Harold Bratcher,416,Jefferson,U.S House,3,REP
D140,Harold Bratcher,361,Jefferson,U.S House,3,REP
D141,Harold Bratcher,332,Jefferson,U.S House,3,REP
D142 - JEF,Harold Bratcher,354,Jefferson,U.S House,3,REP
D144,Harold Bratcher,156,Jefferson,U.S House,3,REP
D145,Harold Bratcher,132,Jefferson,U.S House,3,REP
E139 - STM,Harold Bratcher,151,Jefferson,U.S House,3,REP
E141 - BWV,Harold Bratcher,144,Jefferson,U.S House,3,REP
E142,Harold Bratcher,233,Jefferson,U.S House,3,REP
E143 - STM,Harold Bratcher,177,Jefferson,U.S House,3,REP
E144,Harold Bratcher,270,Jefferson,U.S House,3,REP
E145 - LYN,Harold Bratcher,303,Jefferson,U.S House,3,REP
E148,Harold Bratcher,391,Jefferson,U.S House,3,REP
E152,Harold Bratcher,412,Jefferson,U.S House,3,REP
E154,Harold Bratcher,295,Jefferson,U.S House,3,REP
E155,Harold Bratcher,295,Jefferson,U.S House,3,REP
E157 - NOR,Harold Bratcher,90,Jefferson,U.S House,3,REP
E158,Harold Bratcher,219,Jefferson,U.S House,3,REP
E159,Harold Bratcher,164,Jefferson,U.S House,3,REP
E160,Harold Bratcher,312,Jefferson,U.S House,3,REP
E161 - HUB,Harold Bratcher,204,Jefferson,U.S House,3,REP
E162,Harold Bratcher,115,Jefferson,U.S House,3,REP
E163 - HUB,Harold Bratcher,511,Jefferson,U.S House,3,REP
E164 - HUB,Harold Bratcher,423,Jefferson,U.S House,3,REP
E165,Harold Bratcher,346,Jefferson,U.S House,3,REP
E166 - JEF,Harold Bratcher,235,Jefferson,U.S House,3,REP
E167,Harold Bratcher,219,Jefferson,U.S House,3,REP
E168 - HUB,Harold Bratcher,216,Jefferson,U.S House,3,REP
E169,Harold Bratcher,547,Jefferson,U.S House,3,REP
E171,Harold Bratcher,182,Jefferson,U.S House,3,REP
E173,Harold Bratcher,135,Jefferson,U.S House,3,REP
E175 - GRD,Harold Bratcher,207,Jefferson,U.S House,3,REP
E176 - LYN,Harold Bratcher,125,Jefferson,U.S House,3,REP
E177,Harold Bratcher,119,Jefferson,U.S House,3,REP
E178,Harold Bratcher,334,Jefferson,U.S House,3,REP
E179 - JEF,Harold Bratcher,386,Jefferson,U.S House,3,REP
E180 - JEF,Harold Bratcher,249,Jefferson,U.S House,3,REP
E181,Harold Bratcher,317,Jefferson,U.S House,3,REP
E182,Harold Bratcher,631,Jefferson,U.S House,3,REP
E183,Harold Bratcher,257,Jefferson,U.S House,3,REP
E184,Harold Bratcher,242,Jefferson,U.S House,3,REP
E185 - STM,Harold Bratcher,79,Jefferson,U.S House,3,REP
F106,Harold Bratcher,260,Jefferson,U.S House,3,REP
F145,Harold Bratcher,504,Jefferson,U.S House,3,REP
F151,Harold Bratcher,544,Jefferson,U.S House,3,REP
F152,Harold Bratcher,521,Jefferson,U.S House,3,REP
F153,Harold Bratcher,401,Jefferson,U.S House,3,REP
F154,Harold Bratcher,376,Jefferson,U.S House,3,REP
F155,Harold Bratcher,212,Jefferson,U.S House,3,REP
F156,Harold Bratcher,444,Jefferson,U.S House,3,REP
F158 - MID,Harold Bratcher,150,Jefferson,U.S House,3,REP
F161 - DOH,Harold Bratcher,321,Jefferson,U.S House,3,REP
F163,Harold Bratcher,340,Jefferson,U.S House,3,REP
F164,Harold Bratcher,429,Jefferson,U.S House,3,REP
F166,Harold Bratcher,304,Jefferson,U.S House,3,REP
F167,Harold Bratcher,236,Jefferson,U.S House,3,REP
F169,Harold Bratcher,139,Jefferson,U.S House,3,REP
F170 - DOH,Harold Bratcher,135,Jefferson,U.S House,3,REP
F171,Harold Bratcher,340,Jefferson,U.S House,3,REP
F172,Harold Bratcher,292,Jefferson,U.S House,3,REP
F176,Harold Bratcher,313,Jefferson,U.S House,3,REP
F179 - LYN,Harold Bratcher,343,Jefferson,U.S House,3,REP
F180 - LYN,Harold Bratcher,441,Jefferson,U.S House,3,REP
F181,Harold Bratcher,370,Jefferson,U.S House,3,REP
F182,Harold Bratcher,432,Jefferson,U.S House,3,REP
F183,Harold Bratcher,213,Jefferson,U.S House,3,REP
F184,Harold Bratcher,386,Jefferson,U.S House,3,REP
F185,Harold Bratcher,248,Jefferson,U.S House,3,REP
F186,Harold Bratcher,313,Jefferson,U.S House,3,REP
F187,Harold Bratcher,238,Jefferson,U.S House,3,REP
G103,Harold Bratcher,75,Jefferson,U.S House,3,REP
G104,Harold Bratcher,85,Jefferson,U.S House,3,REP
G106,Harold Bratcher,92,Jefferson,U.S House,3,REP
G107,Harold Bratcher,108,Jefferson,U.S House,3,REP
G108,Harold Bratcher,71,Jefferson,U.S House,3,REP
G109,Harold Bratcher,142,Jefferson,U.S House,3,REP
G111,Harold Bratcher,86,Jefferson,U.S House,3,REP
G112,Harold Bratcher,192,Jefferson,U.S House,3,REP
G116,Harold Bratcher,156,Jefferson,U.S House,3,REP
G117,Harold Bratcher,225,Jefferson,U.S House,3,REP
G119,Harold Bratcher,136,Jefferson,U.S House,3,REP
G120,Harold Bratcher,144,Jefferson,U.S House,3,REP
G121,Harold Bratcher,180,Jefferson,U.S House,3,REP
G122,Harold Bratcher,99,Jefferson,U.S House,3,REP
G123 - SMM,Harold Bratcher,61,Jefferson,U.S House,3,REP
G124,Harold Bratcher,296,Jefferson,U.S House,3,REP
G126,Harold Bratcher,162,Jefferson,U.S House,3,REP
G129,Harold Bratcher,64,Jefferson,U.S House,3,REP
G140,Harold Bratcher,99,Jefferson,U.S House,3,REP
G141,Harold Bratcher,135,Jefferson,U.S House,3,REP
G142,Harold Bratcher,49,Jefferson,U.S House,3,REP
G143,Harold Bratcher,161,Jefferson,U.S House,3,REP
G144,Harold Bratcher,138,Jefferson,U.S House,3,REP
G145,Harold Bratcher,255,Jefferson,U.S House,3,REP
G146,Harold Bratcher,163,Jefferson,U.S House,3,REP
G147,Harold Bratcher,191,Jefferson,U.S House,3,REP
G148,Harold Bratcher,91,Jefferson,U.S House,3,REP
G149 - WEL,Harold Bratcher,110,Jefferson,U.S House,3,REP
G150,Harold Bratcher,158,Jefferson,U.S House,3,REP
G151,Harold Bratcher,136,Jefferson,U.S House,3,REP
G154,Harold Bratcher,203,Jefferson,U.S House,3,REP
G155,Harold Bratcher,187,Jefferson,U.S House,3,REP
G156,Harold Bratcher,334,Jefferson,U.S House,3,REP
G157,Harold Bratcher,341,Jefferson,U.S House,3,REP
G158,Harold Bratcher,327,Jefferson,U.S House,3,REP
G159,Harold Bratcher,0,Jefferson,U.S House,3,REP
G160,Harold Bratcher,216,Jefferson,U.S House,3,REP
G161 - SNG,Harold Bratcher,122,Jefferson,U.S House,3,REP
G162,Harold Bratcher,49,Jefferson,U.S House,3,REP
G163 - STM,Harold Bratcher,157,Jefferson,U.S House,3,REP
G164 - STM,Harold Bratcher,347,Jefferson,U.S House,3,REP
G165 - STM,Harold Bratcher,148,Jefferson,U.S House,3,REP
G166,Harold Bratcher,39,Jefferson,U.S House,3,REP
G167,Harold Bratcher,112,Jefferson,U.S House,3,REP
